player_name,country,year,current_position,suggested_position,source,confidence,reason,notes
Orazio Arancio,Italy,1995,TBC,,,,No trusted structured position source found,
Orazio Arancio,Italy,1999,TBC,,,,No trusted structured position source found,
Andrea Sgorlon,Italy,1995,TBC,,,,No trusted structured position source found,
Marco Platania,Italy,1995,TBC,,,,No trusted structured position source found,
Mario Gerosa,Italy,1995,TBC,,,,No trusted structured position source found,
Massimiliano Capuzzoni,Italy,1995,TBC,,,,No trusted structured position source found,
Massimo Ravazzolo,Italy,1995,TBC,,,,No trusted structured position source found,
Mauro Dal Sie,Italy,1995,TBC,,,,No trusted structured position source found,
Brendan Reidy,Samoa,1995,TBC,,,,No trusted structured position source found,
Brendan Reidy,Samoa,1999,TBC,,,,No trusted structured position source found,
George Leaupepe,Samoa,1995,TBC,,,,No trusted structured position source found,
George Leaupepe,Samoa,1999,TBC,,,,No trusted structured position source found,
Michael Mika,Samoa,1995,TBC,,,,No trusted structured position source found,
Michael Mika,Samoa,1999,TBC,,,,No trusted structured position source found,
Fata Sini,Samoa,1995,TBC,,,,No trusted structured position source found,
Fereti Tuilagi,Samoa,1995,TBC,,,,No trusted structured position source found,
George Harder,Samoa,1995,TBC,,,,No trusted structured position source found,
George Latu,Samoa,1995,TBC,,,,No trusted structured position source found,
Malaki Iupeli,Samoa,1995,TBC,,,,No trusted structured position source found,
Sam Kaleta,Samoa,1995,TBC,,,,No trusted structured position source found,
Shem Tatupu,Samoa,1995,TBC,,,,No trusted structured position source found,
Ipolito Fenukitau,Tonga,1995,TBC,,,,No trusted structured position source found,
Ipolito Fenukitau,Tonga,2003,TBC,,,,No trusted structured position source found,
Alasika Taufa,Tonga,1995,TBC,,,,No trusted structured position source found,
David Manako,Tonga,1995,TBC,,,,No trusted structured position source found,
Etuini Talakai,Tonga,1995,TBC,,,,No trusted structured position source found,
Feleti Fakaongo,Tonga,1995,TBC,,,,No trusted structured position source found,
Feleti Mahoni,Tonga,1995,TBC,,,,No trusted structured position source found,
Penieli Latu,Tonga,1995,TBC,,,,No trusted structured position source found,
Saili Feʻao,Tonga,1995,TBC,,,,No trusted structured position source found,
Simana Mafileo,Tonga,1995,TBC,,,,No trusted structured position source found,
Takau Lutua,Tonga,1995,TBC,,,,No trusted structured position source found,
Tevita Vaʻenuku,Tonga,1995,TBC,,,,No trusted structured position source found,
Tuʻakalau Fukofuka,Tonga,1995,TBC,,,,No trusted structured position source found,
Unuoi Vaʻenuku,Tonga,1995,TBC,,,,No trusted structured position source found,
Rod Snow,Canada,1995,TBC,,,,No trusted structured position source found,
Rod Snow,Canada,1999,TBC,,,,No trusted structured position source found,
Rod Snow,Canada,2003,TBC,,,,No trusted structured position source found,
Rod Snow,Canada,2007,TBC,,,,No trusted structured position source found,
Winston Stanley,Canada,1995,TBC,,,,No trusted structured position source found,
Winston Stanley,Canada,1999,TBC,,,,No trusted structured position source found,
Winston Stanley,Canada,2003,TBC,,,,No trusted structured position source found,
David Lougheed,Canada,1995,TBC,,,,No trusted structured position source found,
David Lougheed,Canada,1999,TBC,,,,No trusted structured position source found,
John Hutchinson,Canada,1995,TBC,,,,No trusted structured position source found,
John Hutchinson,Canada,1999,TBC,,,,No trusted structured position source found,
Richard Bice,Canada,1995,TBC,,,,No trusted structured position source found,
Richard Bice,Canada,1999,TBC,,,,No trusted structured position source found,
Ian Gordon,Canada,1995,TBC,,,,No trusted structured position source found,
Paul LeBlanc,Canada,1995,TBC,,,,No trusted structured position source found,
Ron Toews,Canada,1995,TBC,,,,No trusted structured position source found,
Shawn Lytton,Canada,1995,TBC,,,,No trusted structured position source found,
Romeo Gontineac,Romania,1995,TBC,,,,No trusted structured position source found,
Romeo Gontineac,Romania,1999,TBC,,,,No trusted structured position source found,
Romeo Gontineac,Romania,2003,TBC,,,,No trusted structured position source found,
Romeo Gontineac,Romania,2007,TBC,,,,No trusted structured position source found,
Cătălin Drăguceanu,Romania,1995,TBC,,,,No trusted structured position source found,
Cătălin Drăguceanu,Romania,1999,TBC,,,,No trusted structured position source found,
Gheorghe Solomie,Romania,1995,TBC,,,,No trusted structured position source found,
Gheorghe Solomie,Romania,1999,TBC,,,,No trusted structured position source found,
Radu Fugigi,Romania,1995,TBC,,,,No trusted structured position source found,
Radu Fugigi,Romania,1999,TBC,,,,No trusted structured position source found,
Alexandru Gealapu,Romania,1995,TBC,,,,No trusted structured position source found,
Ionel Rotaru,Romania,1995,TBC,,,,No trusted structured position source found,
Leodor Costea,Romania,1995,TBC,,,,No trusted structured position source found,
Traian Oroian,Romania,1995,TBC,,,,No trusted structured position source found,
Vasile Lucaci,Romania,1995,TBC,,,,No trusted structured position source found,
Aboubacar Soulama,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Alfred Okou,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Célestin N'Gbala,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Daniel Quansah,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Ernest Bley,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Ismaila Lassissi,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Jean-Baptiste Sathiq,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Jean-Pascal Ezoua,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Lucien Niakou,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Max Brito,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Patrice Pere,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Paulin Bouazo,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Thierry Kouame,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Toussaint Djehi,Ivory Coast,1995,TBC,,,,No trusted structured position source found,
Reuben Thorne,New Zealand,1999,TBC,,,,No trusted structured position source found,
Reuben Thorne,New Zealand,2003,TBC,,,,No trusted structured position source found,
Reuben Thorne,New Zealand,2007,TBC,,,,No trusted structured position source found,
Carl Hoeft,New Zealand,1999,TBC,,,,No trusted structured position source found,
Carl Hoeft,New Zealand,2003,TBC,,,,No trusted structured position source found,
Kees Meeuws,New Zealand,1999,TBC,,,,No trusted structured position source found,
Kees Meeuws,New Zealand,2003,TBC,,,,No trusted structured position source found,
Tana Umaga,New Zealand,1999,TBC,,,,No trusted structured position source found,
Tana Umaga,New Zealand,2003,TBC,,,,No trusted structured position source found,
Andrew Blowers,New Zealand,1999,TBC,,,,No trusted structured position source found,
Christian Cullen,New Zealand,1999,TBC,,,,No trusted structured position source found,
Daryl Gibson,New Zealand,1999,TBC,,,,No trusted structured position source found,
Dylan Mika,New Zealand,1999,TBC,,,,No trusted structured position source found,
Greg Feek,New Zealand,1999,TBC,,,,No trusted structured position source found,
Pita Alatini,New Zealand,1999,TBC,,,,No trusted structured position source found,
Rhys Duggan,New Zealand,1999,TBC,,,,No trusted structured position source found,
Scott Robertson,New Zealand,1999,TBC,,,,No trusted structured position source found,
Tony Brown,New Zealand,1999,TBC,,,,No trusted structured position source found,
Wayne Julies,South Africa,1999,TBC,,,,No trusted structured position source found,
Wayne Julies,South Africa,2007,TBC,,,,No trusted structured position source found,
Breyton Paulse,South Africa,1999,TBC,,,,No trusted structured position source found,
Breyton Paulse,South Africa,2003,TBC,,,,No trusted structured position source found,
Adrian Garvey,South Africa,1999,TBC,,,,No trusted structured position source found,
André Venter,South Africa,1999,TBC,,,,No trusted structured position source found,
André Vos,South Africa,1999,TBC,,,,No trusted structured position source found,
Cobus Visagie,South Africa,1999,TBC,,,,No trusted structured position source found,
Deon Kayser,South Africa,1999,TBC,,,,No trusted structured position source found,
Kaya Malotana,South Africa,1999,TBC,,,,No trusted structured position source found,
Ollie le Roux,South Africa,1999,TBC,,,,No trusted structured position source found,
Pieter Muller,South Africa,1999,TBC,,,,No trusted structured position source found,
Pieter Rossouw,South Africa,1999,TBC,,,,No trusted structured position source found,
Rassie Erasmus,South Africa,1999,TBC,,,,No trusted structured position source found,
Robbie Fleck,South Africa,1999,TBC,,,,No trusted structured position source found,
Scott Staniforth,Australia,1999,TBC,,,,No trusted structured position source found,
Scott Staniforth,Australia,2007,TBC,,,,No trusted structured position source found,
Matt Cockbain,Australia,1999,TBC,,,,No trusted structured position source found,
Matt Cockbain,Australia,2003,TBC,,,,No trusted structured position source found,
Nathan Grey,Australia,1999,TBC,,,,No trusted structured position source found,
Nathan Grey,Australia,2003,TBC,,,,No trusted structured position source found,
Andrew Blades,Australia,1999,TBC,,,,No trusted structured position source found,
Ben Tune,Australia,1999,TBC,,,,No trusted structured position source found,
Brett Robinson,Australia,1999,TBC,,,,No trusted structured position source found,
Jim Williams,Australia,1999,TBC,,,,No trusted structured position source found,
Mark Connors,Australia,1999,TBC,,,,No trusted structured position source found,
Richard Harry,Australia,1999,TBC,,,,No trusted structured position source found,
Rod Moore,Australia,1999,TBC,,,,No trusted structured position source found,
Dan Luger,England,1999,TBC,,,,No trusted structured position source found,
Dan Luger,England,2003,TBC,,,,No trusted structured position source found,
Austin Healey,England,1999,TBC,,,,No trusted structured position source found,
Darren Garforth,England,1999,TBC,,,,No trusted structured position source found,
David Rees,England,1999,TBC,,,,No trusted structured position source found,
Leon Lloyd,England,1999,TBC,,,,No trusted structured position source found,
Pieter de Villiers,France,1999,TBC,,,,No trusted structured position source found,
Pieter de Villiers,France,2007,TBC,,,,No trusted structured position source found,
Olivier Magne,France,1999,TBC,,,,No trusted structured position source found,
Olivier Magne,France,2003,TBC,,,,No trusted structured position source found,
Cédric Desbrosse,France,1999,TBC,,,,No trusted structured position source found,
Cédric Soulette,France,1999,TBC,,,,No trusted structured position source found,
Franck Tournaire,France,1999,TBC,,,,No trusted structured position source found,
Jimmy Marlu,France,1999,TBC,,,,No trusted structured position source found,
Lionel Mallier,France,1999,TBC,,,,No trusted structured position source found,
Marc Lièvremont,France,1999,TBC,,,,No trusted structured position source found,
Philippe Bernat-Salles,France,1999,TBC,,,,No trusted structured position source found,
Richard Dourthe,France,1999,TBC,,,,No trusted structured position source found,
Stéphane Glas,France,1999,TBC,,,,No trusted structured position source found,
Kevin Maggs,Ireland,1999,TBC,,,,No trusted structured position source found,
Kevin Maggs,Ireland,2003,TBC,,,,No trusted structured position source found,
Reggie Corrigan,Ireland,1999,TBC,,,,No trusted structured position source found,
Reggie Corrigan,Ireland,2003,TBC,,,,No trusted structured position source found,
Andy Ward,Ireland,1999,TBC,,,,No trusted structured position source found,
Angus McKeen,Ireland,1999,TBC,,,,No trusted structured position source found,
James Topping,Ireland,1999,TBC,,,,No trusted structured position source found,
Justin Bishop,Ireland,1999,TBC,,,,No trusted structured position source found,
Justin Fitzpatrick,Ireland,1999,TBC,,,,No trusted structured position source found,
Kieron Dawson,Ireland,1999,TBC,,,,No trusted structured position source found,
Matt Mostyn,Ireland,1999,TBC,,,,No trusted structured position source found,
Mike Mullins,Ireland,1999,TBC,,,,No trusted structured position source found,
Peter Clohessy,Ireland,1999,TBC,,,,No trusted structured position source found,
Trevor Brennan,Ireland,1999,TBC,,,,No trusted structured position source found,
Colin Charvis,Wales,1999,TBC,,,,No trusted structured position source found,
Colin Charvis,Wales,2003,TBC,,,,No trusted structured position source found,
Colin Charvis,Wales,2007,TBC,,,,No trusted structured position source found,
Dafydd James,Wales,1999,TBC,,,,No trusted structured position source found,
Dafydd James,Wales,2007,TBC,,,,No trusted structured position source found,
Martyn Williams,Wales,1999,TBC,,,,No trusted structured position source found,
Martyn Williams,Wales,2003,TBC,,,,No trusted structured position source found,
Martyn Williams,Wales,2007,TBC,,,,No trusted structured position source found,
Mark Taylor,Wales,1999,TBC,,,,No trusted structured position source found,
Mark Taylor,Wales,2003,TBC,,,,No trusted structured position source found,
Allan Bateman,Wales,1999,TBC,,,,No trusted structured position source found,
Andrew Lewis,Wales,1999,TBC,,,,No trusted structured position source found,
Ben Evans,Wales,1999,TBC,,,,No trusted structured position source found,
Brett Sinkinson,Wales,1999,TBC,,,,No trusted structured position source found,
Geraint Lewis,Wales,1999,TBC,,,,No trusted structured position source found,
Jason Jones-Hughes,Wales,1999,TBC,,,,No trusted structured position source found,
Leigh Davies,Wales,1999,TBC,,,,No trusted structured position source found,
Nick Walne,Wales,1999,TBC,,,,No trusted structured position source found,
Peter Rogers,Wales,1999,TBC,,,,No trusted structured position source found,
Cameron Mather,Scotland,1999,TBC,,,,No trusted structured position source found,
Cameron Mather,Scotland,2003,TBC,,,,No trusted structured position source found,
James McLaren,Scotland,1999,TBC,,,,No trusted structured position source found,
James McLaren,Scotland,2003,TBC,,,,No trusted structured position source found,
Martin Leslie,Scotland,1999,TBC,,,,No trusted structured position source found,
Martin Leslie,Scotland,2003,TBC,,,,No trusted structured position source found,
Tom Smith,Scotland,1999,TBC,,,,No trusted structured position source found,
Tom Smith,Scotland,2003,TBC,,,,No trusted structured position source found,
Budge Pountney,Scotland,1999,TBC,,,,No trusted structured position source found,
Cameron Murray,Scotland,1999,TBC,,,,No trusted structured position source found,
George Graham,Scotland,1999,TBC,,,,No trusted structured position source found,
Jamie Mayer,Scotland,1999,TBC,,,,No trusted structured position source found,
John Leslie,Scotland,1999,TBC,,,,No trusted structured position source found,
Shaun Longstaff,Scotland,1999,TBC,,,,No trusted structured position source found,
Stuart Reid,Scotland,1999,TBC,,,,No trusted structured position source found,
Martín Scelzo,Argentina,1999,TBC,,,,No trusted structured position source found,
Martín Scelzo,Argentina,2003,TBC,,,,No trusted structured position source found,
Martín Scelzo,Argentina,2007,TBC,,,,No trusted structured position source found,
Martín Scelzo,Argentina,2011,TBC,,,,No trusted structured position source found,
Lucas Ostiglia,Argentina,1999,TBC,,,,No trusted structured position source found,
Lucas Ostiglia,Argentina,2003,TBC,,,,No trusted structured position source found,
Lucas Ostiglia,Argentina,2007,TBC,,,,No trusted structured position source found,
Omar Hasan,Argentina,1999,TBC,,,,No trusted structured position source found,
Omar Hasan,Argentina,2003,TBC,,,,No trusted structured position source found,
Omar Hasan,Argentina,2007,TBC,,,,No trusted structured position source found,
José Orengo,Argentina,1999,TBC,,,,No trusted structured position source found,
José Orengo,Argentina,2003,TBC,,,,No trusted structured position source found,
Juan Fernández Miranda,Argentina,1999,TBC,,,,No trusted structured position source found,
Juan Fernández Miranda,Argentina,2003,TBC,,,,No trusted structured position source found,
Mauricio Reggiardo,Argentina,1999,TBC,,,,No trusted structured position source found,
Mauricio Reggiardo,Argentina,2003,TBC,,,,No trusted structured position source found,
Santiago Phelan,Argentina,1999,TBC,,,,No trusted structured position source found,
Santiago Phelan,Argentina,2003,TBC,,,,No trusted structured position source found,
Eduardo Simone,Argentina,1999,TBC,,,,No trusted structured position source found,
Fernando Díaz Alberdi,Argentina,1999,TBC,,,,No trusted structured position source found,
Octavio Bartolucci,Argentina,1999,TBC,,,,No trusted structured position source found,
Raúl Pérez,Argentina,1999,TBC,,,,No trusted structured position source found,
Joeli Veitayaki,Fiji,1999,TBC,,,,No trusted structured position source found,
Joeli Veitayaki,Fiji,2003,TBC,,,,No trusted structured position source found,
Koli Sewabu,Fiji,1999,TBC,,,,No trusted structured position source found,
Koli Sewabu,Fiji,2003,TBC,,,,No trusted structured position source found,
Marika Vunibaka,Fiji,1999,TBC,,,,No trusted structured position source found,
Marika Vunibaka,Fiji,2003,TBC,,,,No trusted structured position source found,
Daniel Rouse,Fiji,1999,TBC,,,,No trusted structured position source found,
Fero Lasagavibau,Fiji,1999,TBC,,,,No trusted structured position source found,
Ilivasi Tabua,Fiji,1999,TBC,,,,No trusted structured position source found,
Imanueli Tiko,Fiji,1999,TBC,,,,No trusted structured position source found,
Lawrence Little,Fiji,1999,TBC,,,,No trusted structured position source found,
Manasa Bari,Fiji,1999,TBC,,,,No trusted structured position source found,
Meli Nakauta,Fiji,1999,TBC,,,,No trusted structured position source found,
Niko Qoro,Fiji,1999,TBC,,,,No trusted structured position source found,
Tabai Matson,Fiji,1999,TBC,,,,No trusted structured position source found,
Viliame Satala,Fiji,1999,TBC,,,,No trusted structured position source found,
Waisake Sotutu,Fiji,1999,TBC,,,,No trusted structured position source found,
Daisuke Ohata,Japan,1999,TBC,,,,No trusted structured position source found,
Daisuke Ohata,Japan,2003,TBC,,,,No trusted structured position source found,
Shin Hasegawa,Japan,1999,TBC,,,,No trusted structured position source found,
Shin Hasegawa,Japan,2003,TBC,,,,No trusted structured position source found,
Andrew McCormick,Japan,1999,TBC,,,,No trusted structured position source found,
Atsushi Koga,Japan,1999,TBC,,,,No trusted structured position source found,
Greg Smith,Japan,1999,TBC,,,,No trusted structured position source found,
Jamie Joseph,Japan,1999,TBC,,,,No trusted structured position source found,
Kohei Oguchi,Japan,1999,TBC,,,,No trusted structured position source found,
Naoto Nakamura,Japan,1999,TBC,,,,No trusted structured position source found,
Patiliai Tuidraki,Japan,1999,TBC,,,,No trusted structured position source found,
Ryohei Miki,Japan,1999,TBC,,,,No trusted structured position source found,
Ryuji Ishii,Japan,1999,TBC,,,,No trusted structured position source found,
Mauro Bergamasco,Italy,1999,TBC,,,,No trusted structured position source found,
Mauro Bergamasco,Italy,2003,TBC,,,,No trusted structured position source found,
Mauro Bergamasco,Italy,2007,TBC,,,,No trusted structured position source found,
Mauro Bergamasco,Italy,2011,TBC,,,,No trusted structured position source found,
Mauro Bergamasco,Italy,2015,TBC,,,,No trusted structured position source found,
Andrea Lo Cicero,Italy,1999,TBC,,,,No trusted structured position source found,
Andrea Lo Cicero,Italy,2003,TBC,,,,No trusted structured position source found,
Andrea Lo Cicero,Italy,2007,TBC,,,,No trusted structured position source found,
Andrea Lo Cicero,Italy,2011,TBC,,,,No trusted structured position source found,
Cristian Stoica,Italy,1999,TBC,,,,No trusted structured position source found,
Cristian Stoica,Italy,2003,TBC,,,,No trusted structured position source found,
Nicola Mazzucato,Italy,1999,TBC,,,,No trusted structured position source found,
Nicola Mazzucato,Italy,2003,TBC,,,,No trusted structured position source found,
Alex Moreno,Italy,1999,TBC,,,,No trusted structured position source found,
Carlo Caione,Italy,1999,TBC,,,,No trusted structured position source found,
Fabio Roselli,Italy,1999,TBC,,,,No trusted structured position source found,
Federico Pucciariello,Italy,1999,TBC,,,,No trusted structured position source found,
Giampiero de Carli,Italy,1999,TBC,,,,No trusted structured position source found,
Luca Martin,Italy,1999,TBC,,,,No trusted structured position source found,
Nick Zisti,Italy,1999,TBC,,,,No trusted structured position source found,
Sandro Ceppolino,Italy,1999,TBC,,,,No trusted structured position source found,
Terry Fanolua,Samoa,1999,TBC,,,,No trusted structured position source found,
Terry Fanolua,Samoa,2003,TBC,,,,No trusted structured position source found,
Afato So'oalo,Samoa,1999,TBC,,,,No trusted structured position source found,
Craig Glendinning,Samoa,1999,TBC,,,,No trusted structured position source found,
Filipo Toala,Samoa,1999,TBC,,,,No trusted structured position source found,
Kalolo Toleafoa,Samoa,1999,TBC,,,,No trusted structured position source found,
Kepi Faiva'ai,Samoa,1999,TBC,,,,No trusted structured position source found,
Polo Asi,Samoa,1999,TBC,,,,No trusted structured position source found,
Robbie Ale,Samoa,1999,TBC,,,,No trusted structured position source found,
Sene Ta'ala,Samoa,1999,TBC,,,,No trusted structured position source found,
Silao Leaega,Samoa,1999,TBC,,,,No trusted structured position source found,
Va'aiga Tuigamala,Samoa,1999,TBC,,,,No trusted structured position source found,
Epi Taione,Tonga,1999,TBC,,,,No trusted structured position source found,
Epi Taione,Tonga,2007,TBC,,,,No trusted structured position source found,
Damien Penisini,Tonga,1999,TBC,,,,No trusted structured position source found,
Dave Tiueti,Tonga,1999,TBC,,,,No trusted structured position source found,
David Edwards,Tonga,1999,TBC,,,,No trusted structured position source found,
Etuate Manu,Tonga,1999,TBC,,,,No trusted structured position source found,
Fepikou Tatafu,Tonga,1999,TBC,,,,No trusted structured position source found,
Jonathan Koloi,Tonga,1999,TBC,,,,No trusted structured position source found,
Josh Taumalolo,Tonga,1999,TBC,,,,No trusted structured position source found,
Katilimoni Tuʻipulotu,Tonga,1999,TBC,,,,No trusted structured position source found,
Matt Te Pou,Tonga,1999,TBC,,,,No trusted structured position source found,
Ngalu Tau,Tonga,1999,TBC,,,,No trusted structured position source found,
Puke Faletau,Tonga,1999,TBC,,,,No trusted structured position source found,
Salesi Finau,Tonga,1999,TBC,,,,No trusted structured position source found,
Semi Taupeaafe,Tonga,1999,TBC,,,,No trusted structured position source found,
Semisi Fakaʻosifolau,Tonga,1999,TBC,,,,No trusted structured position source found,
Taunaholo Taufahema,Tonga,1999,TBC,,,,No trusted structured position source found,
Taʻu Faingaʻanuku,Tonga,1999,TBC,,,,No trusted structured position source found,
Tevita Taumoepeau,Tonga,1999,TBC,,,,No trusted structured position source found,
Alatini Saulala,USA,1999,TBC,,,,No trusted structured position source found,
Andre Blom,USA,1999,TBC,,,,No trusted structured position source found,
Brian Hightower,USA,1999,TBC,,,,No trusted structured position source found,
George Sucher,USA,1999,TBC,,,,No trusted structured position source found,
Joe Clayton,USA,1999,TBC,,,,No trusted structured position source found,
Juan Grobler,USA,1999,TBC,,,,No trusted structured position source found,
Marc L'Huillier,USA,1999,TBC,,,,No trusted structured position source found,
Mark Scharrenberg,USA,1999,TBC,,,,No trusted structured position source found,
Ray Lehner,USA,1999,TBC,,,,No trusted structured position source found,
Rich Schurfeld,USA,1999,TBC,,,,No trusted structured position source found,
Richard Tardits,USA,1999,TBC,,,,No trusted structured position source found,
Shaun Paga,USA,1999,TBC,,,,No trusted structured position source found,
Sinapati Uiagalelei,USA,1999,TBC,,,,No trusted structured position source found,
Tomasi Takau,USA,1999,TBC,,,,No trusted structured position source found,
Vaea Anitoni,USA,1999,TBC,,,,No trusted structured position source found,
Jon Thiel,Canada,1999,TBC,,,,No trusted structured position source found,
Jon Thiel,Canada,2003,TBC,,,,No trusted structured position source found,
Jon Thiel,Canada,2007,TBC,,,,No trusted structured position source found,
Ryan Banks,Canada,1999,TBC,,,,No trusted structured position source found,
Ryan Banks,Canada,2003,TBC,,,,No trusted structured position source found,
Courtney Smith,Canada,1999,TBC,,,,No trusted structured position source found,
Dan Baugh,Canada,1999,TBC,,,,No trusted structured position source found,
David Penney,Canada,1999,TBC,,,,No trusted structured position source found,
Duane Major,Canada,1999,TBC,,,,No trusted structured position source found,
Jeremy Cordle,Canada,1999,TBC,,,,No trusted structured position source found,
Joe Pagano,Canada,1999,TBC,,,,No trusted structured position source found,
Julian Loveday,Canada,1999,TBC,,,,No trusted structured position source found,
Kyle Nichols,Canada,1999,TBC,,,,No trusted structured position source found,
Rob Robson,Canada,1999,TBC,,,,No trusted structured position source found,
Scott Bryan,Canada,1999,TBC,,,,No trusted structured position source found,
Eduardo Berruti,Uruguay,1999,TBC,,,,No trusted structured position source found,
Eduardo Berruti,Uruguay,2003,TBC,,,,No trusted structured position source found,
Guillermo Storace,Uruguay,1999,TBC,,,,No trusted structured position source found,
Guillermo Storace,Uruguay,2003,TBC,,,,No trusted structured position source found,
José Viana,Uruguay,1999,TBC,,,,No trusted structured position source found,
José Viana,Uruguay,2003,TBC,,,,No trusted structured position source found,
Martín Mendaro,Uruguay,1999,TBC,,,,No trusted structured position source found,
Martín Mendaro,Uruguay,2003,TBC,,,,No trusted structured position source found,
Nicolas Brignoni,Uruguay,1999,TBC,,,,No trusted structured position source found,
Nicolas Brignoni,Uruguay,2003,TBC,,,,No trusted structured position source found,
Nicolas Grille,Uruguay,1999,TBC,,,,No trusted structured position source found,
Nicolas Grille,Uruguay,2003,TBC,,,,No trusted structured position source found,
Pablo Lemoine,Uruguay,1999,TBC,,,,No trusted structured position source found,
Pablo Lemoine,Uruguay,2003,TBC,,,,No trusted structured position source found,
Rodrigo Sánchez,Uruguay,1999,TBC,,,,No trusted structured position source found,
Rodrigo Sánchez,Uruguay,2003,TBC,,,,No trusted structured position source found,
Fernando Paullier,Uruguay,1999,TBC,,,,No trusted structured position source found,
Juan Martín Marqués,Uruguay,1999,TBC,,,,No trusted structured position source found,
Martín Cerviño,Uruguay,1999,TBC,,,,No trusted structured position source found,
Martín Ferrés,Uruguay,1999,TBC,,,,No trusted structured position source found,
Martín Panizza,Uruguay,1999,TBC,,,,No trusted structured position source found,
Pablo Costábile,Uruguay,1999,TBC,,,,No trusted structured position source found,
Pedro Vecino,Uruguay,1999,TBC,,,,No trusted structured position source found,
Deon Mouton,Namibia,1999,TBC,,,,No trusted structured position source found,
Deon Mouton,Namibia,2003,TBC,,,,No trusted structured position source found,
Deon Mouton,Namibia,2007,TBC,,,,No trusted structured position source found,
Herman Lintvelt,Namibia,1999,TBC,,,,No trusted structured position source found,
Herman Lintvelt,Namibia,2003,TBC,,,,No trusted structured position source found,
Herman Lintvelt,Namibia,2007,TBC,,,,No trusted structured position source found,
Andries Blaauw,Namibia,1999,TBC,,,,No trusted structured position source found,
Andries Blaauw,Namibia,2003,TBC,,,,No trusted structured position source found,
Schalk van der Merwe,Namibia,1999,TBC,,,,No trusted structured position source found,
Schalk van der Merwe,Namibia,2003,TBC,,,,No trusted structured position source found,
Arthur Samuelson,Namibia,1999,TBC,,,,No trusted structured position source found,
Cliff Loubser,Namibia,1999,TBC,,,,No trusted structured position source found,
Derek Farmer,Namibia,1999,TBC,,,,No trusted structured position source found,
Eben Smith,Namibia,1999,TBC,,,,No trusted structured position source found,
Francois van Rensburg,Namibia,1999,TBC,,,,No trusted structured position source found,
Frans Fisch,Namibia,1999,TBC,,,,No trusted structured position source found,
Gerhard Opperman,Namibia,1999,TBC,,,,No trusted structured position source found,
Jaco Olivier,Namibia,1999,TBC,,,,No trusted structured position source found,
Lukas Holtzhausen,Namibia,1999,TBC,,,,No trusted structured position source found,
Mario Jacobs,Namibia,1999,TBC,,,,No trusted structured position source found,
Mathys van Rooyen,Namibia,1999,TBC,,,,No trusted structured position source found,
Sarel van Rensburg,Namibia,1999,TBC,,,,No trusted structured position source found,
Sybrand de Beer,Namibia,1999,TBC,,,,No trusted structured position source found,
Nicolae Dragoș Dima,Romania,1999,TBC,,,,No trusted structured position source found,
Nicolae Dragoș Dima,Romania,2011,TBC,,,,No trusted structured position source found,
Florin Corodeanu,Romania,1999,TBC,,,,No trusted structured position source found,
Florin Corodeanu,Romania,2003,TBC,,,,No trusted structured position source found,
Florin Corodeanu,Romania,2007,TBC,,,,No trusted structured position source found,
Gabriel Brezoianu,Romania,1999,TBC,,,,No trusted structured position source found,
Gabriel Brezoianu,Romania,2003,TBC,,,,No trusted structured position source found,
Gabriel Brezoianu,Romania,2007,TBC,,,,No trusted structured position source found,
Petru Bălan,Romania,1999,TBC,,,,No trusted structured position source found,
Petru Bălan,Romania,2003,TBC,,,,No trusted structured position source found,
Petru Bălan,Romania,2007,TBC,,,,No trusted structured position source found,
Cristian Săuan,Romania,1999,TBC,,,,No trusted structured position source found,
Cristian Săuan,Romania,2003,TBC,,,,No trusted structured position source found,
Alin Petrache,Romania,1999,TBC,,,,No trusted structured position source found,
Cristian Hîldan,Romania,1999,TBC,,,,No trusted structured position source found,
Cristian Lupu,Romania,1999,TBC,,,,No trusted structured position source found,
Dragoș Niculae,Romania,1999,TBC,,,,No trusted structured position source found,
Laurențiu Rotaru,Romania,1999,TBC,,,,No trusted structured position source found,
Mihai Ciolacu,Romania,1999,TBC,,,,No trusted structured position source found,
Alberto Malo,Spain,1999,TBC,,,,No trusted structured position source found,
Alberto Socías,Spain,1999,TBC,,,,No trusted structured position source found,
Antonio Socías,Spain,1999,TBC,,,,No trusted structured position source found,
Carlos Souto,Spain,1999,TBC,,,,No trusted structured position source found,
Fernando Díez,Spain,1999,TBC,,,,No trusted structured position source found,
Jordi Camps,Spain,1999,TBC,,,,No trusted structured position source found,
José Díaz,Spain,1999,TBC,,,,No trusted structured position source found,
José Ignacio Inchausti,Spain,1999,TBC,,,,No trusted structured position source found,
José Ignacio Zapatero,Spain,1999,TBC,,,,No trusted structured position source found,
