year,country,player_name,position,secondary_positions,captain,source_url
2015,Argentina,Agustín Creevy,HK,,true,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Facundo Isa,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Guido Petti,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Horacio Agulla,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Javier Ortega Desio,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Jerónimo de la Fuente,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Joaquín Tuculet,FB,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Juan Figallo,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Juan Imhoff,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Juan Manuel Leguizamón,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Juan Martín Fernández Lobbe,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Juan Martín Hernández,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Juan Pablo Orlandi,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Juan Pablo Socino,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Julián Montoya,HK,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Leonardo Senatore,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Lucas González Amorosino,FB,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Lucas Noguera Paz,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Marcelo Bosch,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Marcos Ayerza,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Mariano Galarza,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Martín Landajo,SH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Matías Alemanno,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Matías Moroni,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Nahuel Tetaz Chaparro,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Nicolás Sánchez,FH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Pablo Matera,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Ramiro Herrera,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Santiago Cordero,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Santiago García Botta,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Santiago González Iglesias,FH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Tomás Cubelli,SH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Argentina,Tomás Lavanini,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Adam Ashley-Cooper,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Ben McCalman,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Bernard Foley,FH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,David Pocock,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Dean Mumm,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Drew Mitchell,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Greg Holmes,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Henry Speight,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Israel Folau,FB,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,James Hanson,HK,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,James Slipper,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Joe Tomane,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Kane Douglas,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Kurtley Beale,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Matt Giteau,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Matt To'omua,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Michael Hooper,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Nick Phipps,SH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Quade Cooper,FH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Rob Horne,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Rob Simmons,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Sam Carter,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Scott Fardy,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Scott Sio,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Sean McMahon,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Sekope Kepu,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Stephen Moore,HK,,true,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Tatafu Polota-Nau,HK,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Tevita Kuridrani,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Toby Smith,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Will Genia,SH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Will Skelton,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Australia,Wycliff Palu,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Aaron Carpenter,HK,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Andrew Tiedemann,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Benoît Piffero,HK,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Brett Beukeboom,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Ciaran Hearn,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Connor Braid,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Conor Trainor,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,D. T. H. van der Merwe,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Djustice Sears-Duru,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Doug Wooldridge,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Evan Olmstead,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Gordon McRorie,SH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Harry Jones,FB,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Hubert Buydens,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Jake Ilnicki,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,James Pritchard,FB,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Jamie Cudmore,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Jamie Mackenzie,SH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Jebb Sinclair,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Jeff Hassler,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,John Moonlight,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Kyle Gilmour,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Liam Underwood,FH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Matt Evans,FB,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Nanyak Dala,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Nathan Hirayama,FH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Nick Blevins,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Pat Parfrey,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Phil Mack,SH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Phil Mackenzie,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Ray Barkwill,HK,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Richard Thorpe,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Canada,Tyler Ardron,TBC,,true,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Alex Goode,FB,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Anthony Watson,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Ben Morgan,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Ben Youngs,SH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Billy Vunipola,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Brad Barritt,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Chris Robshaw,TBC,,true,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Courtney Lawes,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Dan Cole,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Danny Care,SH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,David Wilson,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Geoff Parling,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,George Ford,FH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,George Kruis,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Henry Slade,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Jack Nowell,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,James Haskell,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Jamie George,HK,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Joe Launchbury,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Joe Marler,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Jonathan Joseph,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Jonny May,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Kieran Brookes,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Mako Vunipola,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Mike Brown,FB,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Nick Easter,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Owen Farrell,FH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Richard Wigglesworth,SH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Rob Webber,HK,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Sam Burgess,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Tom Wood,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,England,Tom Youngs,HK,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Fiji,Akapusi Qera,TBC,,true,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Fiji,Api Ratuniyarawa,LK4,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Fiji,Asaeli Tikoirotuma,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Fiji,Ben Volavola,FH,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
2015,Fiji,Campese Ma'afu,TBC,,false,https://en.wikipedia.org/wiki/2015_Rugby_World_Cup_squads
