year,country,player_name,position,secondary_positions,captain,source_url
2003,Argentina,Agustín Pichot,SH,,true,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Diego Albanese,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Federico Méndez,HK,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Felipe Contepomi,FH,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Gonzalo Longo,N8,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Gonzalo Quesada,FH,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Hernán Senillosa,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Ignacio Corleto,FB,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Ignacio Fernández Lobbe,LK4,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,José María Núñez Piossek,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,José Orengo,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Juan Fernández Miranda,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Juan Martín Hernández,FB,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Lucas Ostiglia,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Manuel Contepomi,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Mario Ledesma,HK,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Martín Durand,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Martín Gaitán,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Martín Scelzo,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Mauricio Reggiardo,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Nicolás Fernández Miranda,SH,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Omar Hasan,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Pablo Bouza,N8,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Patricio Albacete,LK4,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Pedro Sporleder,LK4,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Rimas Álvarez Kairelis,LK4,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Roberto Diego Grau,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Rodrigo Roncero,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Rolando Martín,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Argentina,Santiago Phelan,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,Al Baxter,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,Ben Darwin,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,Bill Young,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,Brendan Cannon,HK,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,Chris Latham,FB,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,Chris Whitaker,SH,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,Dan Vickerman,LK4,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,David Croft,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,David Giffin,LK4,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,David Lyons,N8,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,Elton Flatley,FH,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,George Gregan,SH,,true,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,George Smith,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,Jeremy Paul,HK,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,Joe Roff,TBC,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,John Roe,N8,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
2003,Australia,Justin Harrison,LK4,,false,https://en.wikipedia.org/wiki/2003_Rugby_World_Cup_squads
