year,country,player_name,position,secondary_positions,captain,source_url
2007,Argentina,Agustín Pichot,SH,,true,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Alberto Vernet Basualdo,HK,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Esteban Lozada,LK4,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Eusebio Guiñazú,HK,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Federico Martín Aramburú,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Federico Serra Miras,FB,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Federico Todeschini,FH,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Felipe Contepomi,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Gonzalo Longo,N8,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Gonzalo Tiesi,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Hernán Senillosa,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Horacio Agulla,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Ignacio Corleto,FB,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Ignacio Fernández Lobbe,LK4,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Juan Manuel Leguizamón,N8,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Juan Martín Fernández Lobbe,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Juan Martín Hernández,FH,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Lucas Borges,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Lucas Ostiglia,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Manuel Contepomi,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Marcos Ayerza,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Mario Ledesma,HK,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Martín Durand,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Martín Scelzo,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Martín Schusterman,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Nicolás Fernández Miranda,SH,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Omar Hasan,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Patricio Albacete,LK4,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Rimas Álvarez Kairelis,LK4,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
2007,Argentina,Rodrigo Roncero,TBC,,false,https://en.wikipedia.org/wiki/2007_Rugby_World_Cup_squads
